1.49534e+11 , 2.57299e+09
1.49423e+11 , 5.14484e+09
1.49268e+11 , 7.71478e+09
1.49069e+11 , 1.02821e+10
1.48825e+11 , 1.28459e+10
1.48537e+11 , 1.54055e+10
1.48205e+11 , 1.79602e+10
1.47829e+11 , 2.05091e+10
1.47409e+11 , 2.30516e+10
1.46945e+11 , 2.55867e+10
1.46437e+11 , 2.81139e+10
1.45885e+11 , 3.06323e+10
1.4529e+11 , 3.31411e+10
1.44651e+11 , 3.56396e+10
1.4397e+11 , 3.81271e+10
1.43244e+11 , 4.06027e+10
1.42477e+11 , 4.30658e+10
1.41666e+11 , 4.55156e+10
1.40813e+11 , 4.79513e+10
1.39917e+11 , 5.03722e+10
1.3898e+11 , 5.27775e+10
1.38001e+11 , 5.51666e+10
1.3698e+11 , 5.75386e+10
1.35918e+11 , 5.98929e+10
1.34815e+11 , 6.22287e+10
1.33671e+11 , 6.45453e+10
1.32487e+11 , 6.6842e+10
1.31263e+11 , 6.9118e+10
1.29999e+11 , 7.13728e+10
1.28696e+11 , 7.36055e+10
1.27354e+11 , 7.58154e+10
1.25973e+11 , 7.8002e+10
1.24555e+11 , 8.01644e+10
1.23098e+11 , 8.2302e+10
1.21604e+11 , 8.44142e+10
1.20073e+11 , 8.65003e+10
1.18506e+11 , 8.85596e+10
1.16903e+11 , 9.05915e+10
1.15264e+11 , 9.25952e+10
1.1359e+11 , 9.45703e+10
1.11881e+11 , 9.65161e+10
1.10138e+11 , 9.84318e+10
1.08362e+11 , 1.00317e+11
1.06552e+11 , 1.02171e+11
1.0471e+11 , 1.03993e+11
1.02836e+11 , 1.05783e+11
1.0093e+11 , 1.0754e+11
9.8994e+10 , 1.09264e+11
9.70272e+10 , 1.10953e+11
9.50307e+10 , 1.12608e+11
9.30051e+10 , 1.14227e+11
9.09509e+10 , 1.15811e+11
8.88688e+10 , 1.17359e+11
8.67594e+10 , 1.1887e+11
8.46233e+10 , 1.20344e+11
8.24612e+10 , 1.2178e+11
8.02738e+10 , 1.23178e+11
7.80617e+10 , 1.24537e+11
7.58255e+10 , 1.25858e+11
7.3566e+10 , 1.27138e+11
7.12838e+10 , 1.28379e+11
6.89797e+10 , 1.29579e+11
6.66543e+10 , 1.30739e+11
6.43083e+10 , 1.31857e+11
6.19426e+10 , 1.32934e+11
5.95577e+10 , 1.33969e+11
5.71545e+10 , 1.34961e+11
5.47336e+10 , 1.35911e+11
5.22959e+10 , 1.36818e+11
4.98421e+10 , 1.37681e+11
4.73729e+10 , 1.38501e+11
4.48891e+10 , 1.39277e+11
4.23916e+10 , 1.40009e+11
3.9881e+10 , 1.40696e+11
3.73581e+10 , 1.41339e+11
3.48238e+10 , 1.41937e+11
3.22788e+10 , 1.42489e+11
2.9724e+10 , 1.42996e+11
2.71601e+10 , 1.43458e+11
2.4588e+10 , 1.43873e+11
2.20084e+10 , 1.44243e+11
1.94223e+10 , 1.44567e+11
